date,platform,channel,user_segment,dau,new_users,session_count,avg_session_duration,page_views,bounce_rate,conversion_rate,gmv,orders,aov,retention_d1,retention_d7
2025-12-06,Web,短信复购,活跃用户,1979,513,6404,567.4,44428,0.608,0.0416,15673.48,82,191.14,0.29,0.227
2025-12-06,Web,自然增长,沉默召回,135,37,404,155.4,2370,0.322,0.0497,2652.18,6,442.03,0.159,0.241
2025-12-06,Web,异业合作,流失预警,41,9,156,182.3,1062,0.506,0.0269,312.95,1,312.95,0.307,0.165
2025-12-06,Web,异业合作,高价值VIP,340,46,1188,568.3,12013,0.164,0.024,623.44,8,77.93,0.247,0.092
2025-12-07,iOS,线下地推,流失预警,55,15,163,101.8,1568,0.613,0.0507,419.7,2,209.85,0.348,0.222
2025-12-07,iOS,线下地推,高价值VIP,292,32,687,383.3,1476,0.235,0.049,2736.44,14,195.46,0.231,0.059
2025-12-07,iOS,EDM,新用户,149,21,548,511.1,6147,0.407,0.0753,1578.94,11,143.54,0.465,0.121
2025-12-07,iOS,EDM,沉默召回,122,16,365,359.5,1357,0.595,0.0596,404.46,7,57.78,0.472,0.152
2025-12-07,iOS,EDM,高价值VIP,196,55,547,791.5,4325,0.255,0.0218,572.0,4,143.0,0.123,0.221
2025-12-07,iOS,短信复购,沉默召回,75,6,231,62.7,1793,0.417,0.0587,456.04,4,114.01,0.141,0.076
2025-12-07,iOS,短信复购,流失预警,53,9,114,167.4,394,0.399,0.02,337.22,1,337.22,0.145,0.17
2025-12-07,小程序,线下地推,流失预警,46,11,121,874.4,447,0.245,0.0225,101.25,1,101.25,0.386,0.183
2025-12-07,小程序,线下地推,新用户,233,25,873,246.0,6162,0.248,0.0701,7117.76,16,444.86,0.425,0.244
2025-12-07,小程序,异业合作,高价值VIP,266,36,935,444.5,6174,0.196,0.0577,3331.05,15,222.07,0.481,0.058
2025-12-07,小程序,异业合作,活跃用户,2068,618,4414,418.8,27407,0.35,0.0594,43871.2,122,359.6,0.467,0.219
2025-12-07,小程序,异业合作,流失预警,48,2,138,527.3,1585,0.604,0.0771,367.92,3,122.64,0.43,0.249
2025-12-07,小程序,短信复购,流失预警,43,7,84,814.1,482,0.364,0.0635,366.42,2,183.21,0.32,0.081
2025-12-07,小程序,短信复购,活跃用户,1284,371,3700,249.9,43028,0.379,0.0344,9001.52,44,204.58,0.31,0.227
2025-12-07,小程序,信息流广告,高价值VIP,319,56,939,891.4,10431,0.354,0.0324,1876.8,10,187.68,0.466,0.13
2025-12-07,小程序,信息流广告,沉默召回,132,11,208,372.4,1448,0.485,0.0199,443.26,2,221.63,0.175,0.066
2025-12-07,小程序,信息流广告,流失预警,48,13,174,622.7,718,0.203,0.0313,178.93,1,178.93,0.375,0.2
2025-12-07,快应用,EDM,新用户,205,12,454,469.6,2181,0.418,0.0585,2162.6,11,196.6,0.491,0.227
2025-12-07,快应用,EDM,活跃用户,1625,186,2927,699.9,30628,0.271,0.0414,23950.49,67,357.47,0.411,0.162
2025-12-07,快应用,EDM,沉默召回,133,39,246,474.6,1696,0.632,0.0505,536.04,6,89.34,0.104,0.105
2025-12-07,快应用,短信复购,新用户,226,34,510,333.6,2841,0.443,0.0432,1676.16,9,186.24,0.407,0.227
2025-12-08,小程序,异业合作,沉默召回,119,26,458,278.6,1051,0.244,0.0257,372.84,3,124.28,0.496,0.069
2025-12-08,小程序,异业合作,高价值VIP,404,62,820,297.2,8051,0.306,0.0404,6868.16,16,429.26,0.442,0.232
2025-12-08,小程序,异业合作,活跃用户,2127,242,5556,495.8,23509,0.334,0.0296,2317.56,62,37.38,0.475,0.226
2025-12-08,小程序,自然增长,流失预警,81,20,234,497.4,2107,0.317,0.0409,840.63,3,280.21,0.291,0.2
2025-12-08,小程序,KOL推荐,沉默召回,192,44,480,411.8,4451,0.441,0.0146,100.14,2,50.07,0.352,0.149
2025-12-08,小程序,KOL推荐,活跃用户,2542,522,6322,889.6,30089,0.224,0.0353,21439.21,89,240.89,0.268,0.116
2025-12-08,小程序,SEO,高价值VIP,361,60,916,567.0,10766,0.399,0.0687,6610.56,24,275.44,0.406,0.132
2025-12-08,小程序,SEO,新用户,270,80,622,476.1,7452,0.437,0.0289,1881.11,7,268.73,0.312,0.21
2025-12-08,小程序,SEO,沉默召回,135,28,225,278.4,841,0.33,0.0352,671.2,4,167.8,0.32,0.196
2025-12-08,小程序,付费搜索,高价值VIP,431,81,1000,738.8,4512,0.4,0.0139,1863.85,5,372.77,0.212,0.22
2025-12-08,小程序,付费搜索,新用户,373,92,961,888.0,8425,0.622,0.0597,1254.22,22,57.01,0.194,0.218
2025-12-08,小程序,付费搜索,流失预警,86,17,233,81.7,742,0.326,0.0478,1536.6,4,384.15,0.396,0.151
2025-12-08,小程序,短信复购,新用户,275,31,824,413.9,4416,0.454,0.0358,2376.81,9,264.09,0.142,0.155
2025-12-08,小程序,短信复购,沉默召回,149,22,495,503.4,2927,0.604,0.0087,313.38,1,313.38,0.39,0.166
2025-12-08,快应用,异业合作,活跃用户,1844,270,4086,397.5,44656,0.178,0.0468,40717.56,86,473.46,0.212,0.098
2025-12-08,快应用,异业合作,高价值VIP,330,66,664,119.3,6620,0.177,0.0777,8919.25,25,356.77,0.163,0.104
2025-12-08,快应用,付费搜索,流失预警,78,18,262,420.9,2713,0.318,0.0299,429.48,2,214.74,0.462,0.204
2025-12-08,快应用,付费搜索,新用户,272,77,872,575.0,2142,0.407,0.0064,37.37,1,37.37,0.196,0.122
2025-12-08,快应用,付费搜索,沉默召回,176,45,344,475.0,3723,0.484,0.042,887.81,7,126.83,0.249,0.069
2025-12-08,快应用,信息流广告,沉默召回,186,17,647,674.2,3900,0.222,0.0279,665.65,5,133.13,0.212,0.072
2025-12-08,快应用,信息流广告,新用户,389,24,1342,557.6,15651,0.491,0.0223,2567.92,8,320.99,0.496,0.204
2025-12-08,快应用,KOL推荐,流失预警,73,17,241,786.9,2063,0.283,0.0757,1553.6,5,310.72,0.462,0.184
2025-12-08,快应用,KOL推荐,高价值VIP,425,125,1201,412.4,10843,0.452,0.0149,2951.04,6,491.84,0.351,0.227
2025-12-08,快应用,自然增长,活跃用户,2583,558,5772,200.8,25291,0.203,0.0174,11274.12,44,256.23,0.139,0.214
2025-12-08,快应用,SEO,沉默召回,171,17,596,624.3,5294,0.241,0.0795,3291.99,13,253.23,0.364,0.174
2025-12-08,快应用,SEO,新用户,273,62,818,847.3,7718,0.538,0.0183,1614.96,4,403.74,0.435,0.081
2025-12-08,iOS,付费搜索,高价值VIP,499,111,1170,707.7,2492,0.632,0.0115,349.1,5,69.82,0.102,0.064
2025-12-08,iOS,付费搜索,沉默召回,167,37,310,309.2,3474,0.35,0.0717,1806.42,11,164.22,0.447,0.077
2025-12-08,iOS,自然增长,活跃用户,3110,689,11791,518.9,102639,0.297,0.023,3016.79,71,42.49,0.379,0.188
2025-12-08,iOS,自然增长,新用户,298,50,641,874.9,7242,0.508,0.0193,801.35,5,160.27,0.374,0.166
2025-12-08,iOS,自然增长,流失预警,99,23,395,320.0,1813,0.556,0.0066,0.0,0,120.87,0.407,0.247
2025-12-08,Android,自然增长,活跃用户,2876,824,5115,672.9,32193,0.46,0.0219,12156.34,62,196.07,0.367,0.051
2025-12-08,Android,自然增长,沉默召回,123,26,483,842.4,1263,0.49,0.0232,562.84,2,281.42,0.186,0.114
2025-12-08,Android,自然增长,高价值VIP,426,91,961,641.3,5260,0.518,0.027,5367.89,11,487.99,0.46,0.169
2025-12-08,Android,异业合作,活跃用户,2975,370,8657,617.7,100102,0.463,0.0107,8179.04,31,263.84,0.483,0.207
2025-12-08,Android,异业合作,高价值VIP,305,48,858,516.6,2103,0.231,0.0331,1467.3,10,146.73,0.236,0.125
2025-12-08,Android,SEO,活跃用户,2999,703,7790,789.2,52728,0.555,0.0683,87711.84,204,429.96,0.204,0.111
2025-12-08,Android,社交分享,流失预警,88,16,308,435.8,1683,0.646,0.0428,1389.96,3,463.32,0.17,0.178
2025-12-08,Android,社交分享,活跃用户,2298,688,8269,240.8,67172,0.492,0.0258,7864.11,59,133.29,0.468,0.061
2025-12-08,Android,社交分享,沉默召回,149,28,317,807.1,2961,0.318,0.0795,3515.05,11,319.55,0.324,0.089
2025-12-08,Android,信息流广告,流失预警,63,17,156,196.1,440,0.575,0.027,365.54,1,365.54,0.314,0.099
2025-12-08,Android,信息流广告,高价值VIP,451,48,1283,292.3,9302,0.215,0.0293,5590.78,13,430.06,0.484,0.098
2025-12-08,Web,社交分享,活跃用户,2893,385,5427,236.2,45529,0.65,0.0617,65254.8,178,366.6,0.302,0.23
2025-12-08,Web,社交分享,流失预警,76,14,249,765.1,512,0.357,0.036,336.3,2,168.15,0.278,0.05
2025-12-08,Web,社交分享,高价值VIP,350,104,978,378.5,7569,0.325,0.0679,5419.26,23,235.62,0.396,0.071
2025-12-08,Web,短信复购,新用户,386,86,1126,507.2,4860,0.423,0.0164,2158.62,6,359.77,0.265,0.176
2025-12-08,Web,短信复购,高价值VIP,421,71,1199,108.9,14340,0.248,0.0796,3319.8,33,100.6,0.343,0.199
2025-12-08,Web,信息流广告,活跃用户,2672,245,5506,477.6,46000,0.38,0.0264,12058.2,70,172.26,0.192,0.115
2025-12-08,Web,异业合作,活跃用户,1981,382,5761,526.3,68515,0.56,0.0132,10469.16,26,402.66,0.297,0.184
2025-12-09,小程序,短信复购,新用户,221,11,560,276.6,4048,0.326,0.0315,2801.94,6,466.99,0.221,0.202
2025-12-09,小程序,短信复购,活跃用户,3222,246,5318,319.5,58828,0.152,0.0327,8389.5,105,79.9,0.414,0.113
2025-12-09,小程序,短信复购,沉默召回,133,12,286,839.2,2126,0.201,0.0207,122.96,2,61.48,0.131,0.159
2025-12-09,小程序,社交分享,沉默召回,183,39,385,530.9,2059,0.307,0.023,381.64,4,95.41,0.391,0.087
2025-12-09,小程序,社交分享,流失预警,97,24,322,260.9,3834,0.177,0.0335,1443.78,3,481.26,0.419,0.141
2025-12-09,小程序,社交分享,活跃用户,2137,369,4964,314.7,29813,0.192,0.0128,10231.38,27,378.94,0.182,0.236
2025-12-09,小程序,付费搜索,活跃用户,1769,418,4626,659.8,9578,0.645,0.0501,9643.04,88,109.58,0.298,0.166
2025-12-09,小程序,付费搜索,流失预警,101,19,392,775.0,1007,0.598,0.0382,934.68,3,311.56,0.474,0.232
2025-12-09,小程序,付费搜索,高价值VIP,314,41,1075,94.0,5208,0.648,0.0261,3757.84,8,469.73,0.384,0.074
2025-12-09,Web,异业合作,沉默召回,110,31,205,535.7,788,0.246,0.0427,785.04,4,196.26,0.19,0.143
2025-12-09,Web,异业合作,新用户,258,29,482,88.7,5712,0.24,0.0139,1343.43,3,447.81,0.321,0.228
2025-12-09,Web,信息流广告,新用户,276,23,744,886.6,8623,0.215,0.0143,1003.65,3,334.55,0.492,0.177
2025-12-09,Web,信息流广告,沉默召回,162,46,361,179.6,2053,0.362,0.0382,1248.84,6,208.14,0.387,0.104
2025-12-09,Web,信息流广告,高价值VIP,452,76,1622,284.8,16059,0.445,0.0295,647.79,13,49.83,0.1,0.177
2025-12-09,Web,短信复购,高价值VIP,349,39,911,592.8,1855,0.18,0.0499,4325.82,17,254.46,0.497,0.134
2025-12-09,Web,短信复购,新用户,220,43,556,502.4,6159,0.487,0.0777,4697.78,17,276.34,0.329,0.139
2025-12-09,Web,社交分享,新用户,304,16,890,732.9,2782,0.395,0.078,9793.86,23,425.82,0.357,0.085
2025-12-09,Web,社交分享,高价值VIP,382,28,1462,71.5,4041,0.175,0.0499,9237.99,19,486.21,0.138,0.238
2025-12-09,Web,社交分享,活跃用户,1971,307,4900,886.7,51878,0.476,0.0628,37658.91,123,306.17,0.441,0.153
2025-12-09,iOS,EDM,高价值VIP,425,39,1498,238.0,7909,0.203,0.0759,14706.56,32,459.58,0.451,0.189
2025-12-09,iOS,KOL推荐,高价值VIP,318,83,1259,407.7,14537,0.179,0.0619,6818.53,19,358.87,0.393,0.175
2025-12-09,iOS,社交分享,活跃用户,3052,423,8875,300.4,31148,0.626,0.0503,26170.65,153,171.05,0.245,0.119
2025-12-09,快应用,短信复购,流失预警,87,21,146,685.1,440,0.415,0.0616,1636.0,5,327.2,0.435,0.207
2025-12-09,快应用,短信复购,高价值VIP,442,67,754,842.1,5162,0.391,0.0758,8265.51,33,250.47,0.4,0.139
2025-12-09,快应用,异业合作,流失预警,63,16,233,148.6,1526,0.506,0.0705,147.44,4,36.86,0.338,0.065
2025-12-09,快应用,SEO,沉默召回,115,20,320,345.0,1576,0.572,0.0396,605.72,4,151.43,0.462,0.102
2025-12-09,快应用,SEO,高价值VIP,343,72,1085,841.5,10766,0.492,0.0364,4895.76,12,407.98,0.226,0.249
2025-12-09,快应用,付费搜索,新用户,383,89,1344,280.9,11256,0.641,0.0252,1306.08,9,145.12,0.129,0.199
2025-12-09,快应用,付费搜索,沉默召回,193,20,555,472.5,4754,0.594,0.0317,2105.46,6,350.91,0.327,0.157
2025-12-09,快应用,社交分享,新用户,287,41,511,865.4,5789,0.447,0.005,415.53,1,415.53,0.463,0.052
2025-12-09,快应用,社交分享,沉默召回,113,21,438,841.4,2891,0.642,0.0455,1790.0,5,358.0,0.46,0.198
2025-12-09,快应用,线下地推,高价值VIP,398,78,810,340.9,1942,0.608,0.0624,10422.0,24,434.25,0.375,0.162
2025-12-09,快应用,线下地推,沉默召回,165,37,619,789.5,5510,0.641,0.0319,2408.1,5,481.62,0.491,0.129
2025-12-10,快应用,短信复购,活跃用户,2330,166,6776,514.4,20993,0.539,0.0511,27868.61,119,234.19,0.271,0.162
2025-12-10,快应用,短信复购,流失预警,103,19,266,624.8,1176,0.344,0.0427,1069.56,4,267.39,0.115,0.05
2025-12-10,快应用,短信复购,新用户,345,19,544,397.7,5450,0.631,0.0387,3421.73,13,263.21,0.486,0.165
2025-12-10,快应用,社交分享,高价值VIP,414,62,981,671.1,7825,0.416,0.0771,3255.31,31,105.01,0.322,0.084
2025-12-10,快应用,社交分享,沉默召回,183,40,295,368.1,2535,0.431,0.0703,934.44,12,77.87,0.37,0.197
2025-12-10,快应用,KOL推荐,高价值VIP,519,102,820,582.7,7953,0.262,0.0761,5988.45,39,153.55,0.281,0.247
2025-12-10,快应用,KOL推荐,流失预警,61,16,180,878.1,632,0.202,0.0441,113.0,2,56.5,0.431,0.203
2025-12-10,快应用,付费搜索,高价值VIP,516,35,1821,897.6,18510,0.469,0.0425,10458.84,21,498.04,0.499,0.09
2025-12-10,小程序,自然增长,流失预警,79,23,132,646.7,873,0.2,0.0645,2414.9,5,482.98,0.359,0.125
2025-12-10,小程序,SEO,沉默召回,153,17,548,713.1,4149,0.214,0.0475,2423.4,7,346.2,0.467,0.108
2025-12-10,小程序,SEO,新用户,359,101,895,598.8,1884,0.424,0.0204,3468.36,7,495.48,0.101,0.241
2025-12-10,小程序,SEO,高价值VIP,487,143,1909,36.5,9417,0.413,0.0537,11395.02,26,438.27,0.448,0.196
2025-12-11,快应用,KOL推荐,高价值VIP,460,124,1427,753.1,7085,0.291,0.0621,2835.84,28,101.28,0.351,0.146
2025-12-11,快应用,KOL推荐,沉默召回,112,11,320,625.6,3004,0.369,0.0704,2424.24,7,346.32,0.289,0.104
2025-12-11,快应用,KOL推荐,新用户,246,69,913,454.6,4499,0.579,0.0254,948.66,6,158.11,0.42,0.138
2025-12-11,快应用,付费搜索,高价值VIP,348,59,1079,887.4,11164,0.548,0.0711,11422.56,24,475.94,0.108,0.195
2025-12-11,快应用,EDM,沉默召回,170,36,640,132.2,1926,0.283,0.0706,3947.16,12,328.93,0.447,0.065
2025-12-11,快应用,EDM,新用户,311,60,672,833.2,4602,0.508,0.0058,184.12,1,184.12,0.374,0.099
2025-12-11,快应用,EDM,高价值VIP,442,126,1332,664.5,4389,0.341,0.0494,633.15,21,30.15,0.403,0.14
2025-12-11,Android,付费搜索,沉默召回,145,40,541,369.0,2626,0.628,0.0572,3901.6,8,487.7,0.323,0.234
2025-12-11,Android,付费搜索,高价值VIP,328,80,907,761.9,5634,0.234,0.047,3870.3,15,258.02,0.25,0.06
2025-12-11,Android,SEO,新用户,281,66,717,785.9,3681,0.245,0.0597,4516.48,16,282.28,0.159,0.116
2025-12-11,Android,SEO,活跃用户,2683,493,9197,643.1,56860,0.513,0.066,16931.82,177,95.66,0.344,0.206
2025-12-11,Android,SEO,流失预警,62,7,242,617.1,1805,0.56,0.0658,379.48,4,94.87,0.293,0.118
2025-12-11,Android,线下地推,流失预警,66,14,214,401.3,1842,0.226,0.0722,1360.88,4,340.22,0.234,0.202
2025-12-11,Android,线下地推,新用户,344,22,1350,162.2,15838,0.49,0.0358,3554.76,12,296.23,0.244,0.078
2025-12-11,Android,线下地推,高价值VIP,306,83,462,237.1,2593,0.187,0.0702,2601.69,21,123.89,0.287,0.091
2025-12-11,Android,自然增长,沉默召回,165,34,400,488.3,4264,0.404,0.011,405.76,1,405.76,0.281,0.155
2025-12-11,Android,异业合作,新用户,284,31,684,759.0,7626,0.26,0.0085,565.78,2,282.89,0.244,0.229
2025-12-11,小程序,异业合作,高价值VIP,439,90,1645,648.1,12888,0.301,0.0424,1551.06,18,86.17,0.316,0.075
2025-12-11,小程序,异业合作,沉默召回,134,38,451,611.3,3596,0.191,0.0692,2018.52,9,224.28,0.203,0.205
2025-12-11,小程序,自然增长,沉默召回,177,18,683,425.5,1855,0.434,0.0632,1975.05,11,179.55,0.129,0.085
2025-12-11,小程序,自然增长,高价值VIP,401,37,829,234.3,5095,0.542,0.0396,3926.7,15,261.78,0.45,0.175
2025-12-11,小程序,自然增长,活跃用户,2878,655,6073,573.3,22309,0.367,0.0186,9573.39,53,180.63,0.307,0.143
2025-12-12,iOS,SEO,活跃用户,2601,419,5233,522.8,18235,0.386,0.0185,2448.96,48,51.02,0.351,0.072
2025-12-12,iOS,SEO,沉默召回,142,19,262,52.6,943,0.183,0.052,1816.57,7,259.51,0.292,0.1
2025-12-12,iOS,SEO,流失预警,72,9,125,578.6,766,0.416,0.0641,878.4,4,219.6,0.499,0.187
2025-12-12,iOS,短信复购,高价值VIP,510,130,770,755.0,1656,0.368,0.0655,8087.31,33,245.07,0.376,0.091
2025-12-12,iOS,线下地推,沉默召回,112,14,202,86.7,1365,0.246,0.0186,271.52,2,135.76,0.409,0.233
2025-12-12,iOS,线下地推,新用户,363,86,977,758.3,3519,0.381,0.0215,2589.72,7,369.96,0.163,0.146
2025-12-12,iOS,异业合作,流失预警,97,11,368,317.3,775,0.282,0.0614,2429.65,5,485.93,0.4,0.223
2025-12-12,iOS,异业合作,活跃用户,2599,703,10283,850.0,75115,0.474,0.0088,10938.62,22,497.21,0.148,0.181
2025-12-12,iOS,社交分享,新用户,383,42,1286,695.5,5388,0.459,0.0776,1719.41,29,59.29,0.245,0.18
2025-12-12,iOS,社交分享,沉默召回,178,32,619,448.4,1457,0.438,0.0534,1232.28,9,136.92,0.326,0.051
2025-12-12,iOS,信息流广告,流失预警,68,8,140,107.7,951,0.601,0.0075,0.0,0,425.84,0.446,0.219
2025-12-12,iOS,信息流广告,沉默召回,142,24,474,801.7,4610,0.649,0.0519,2273.95,7,324.85,0.338,0.14
2025-12-12,Web,自然增长,沉默召回,137,18,533,784.0,3649,0.522,0.0129,50.13,1,50.13,0.233,0.183
2025-12-12,Web,自然增长,高价值VIP,350,26,1294,576.1,10394,0.443,0.0444,4367.85,15,291.19,0.371,0.103
2025-12-12,Web,自然增长,流失预警,88,16,328,465.5,2885,0.212,0.0448,1289.52,3,429.84,0.31,0.103
2025-12-12,Web,EDM,流失预警,92,8,301,349.8,2187,0.157,0.066,2598.24,6,433.04,0.281,0.242
2025-12-12,快应用,付费搜索,沉默召回,120,26,428,144.1,3963,0.416,0.0794,2259.27,9,251.03,0.279,0.228
2025-12-12,快应用,社交分享,新用户,365,64,1397,268.8,12995,0.533,0.0553,2619.4,20,130.97,0.154,0.126
2025-12-12,快应用,社交分享,沉默召回,162,29,486,329.2,1259,0.274,0.0553,1798.0,8,224.75,0.318,0.125
2025-12-12,快应用,信息流广告,流失预警,88,14,156,860.4,512,0.593,0.037,166.35,3,55.45,0.177,0.196
2025-12-12,快应用,信息流广告,活跃用户,2266,345,7532,347.2,36428,0.39,0.055,58201.88,124,469.37,0.224,0.108
2025-12-12,快应用,EDM,高价值VIP,306,20,1195,40.2,10716,0.581,0.0673,8157.0,20,407.85,0.223,0.245
2025-12-12,快应用,EDM,沉默召回,108,18,411,190.3,2518,0.506,0.0572,941.52,6,156.92,0.284,0.115
2025-12-12,快应用,KOL推荐,高价值VIP,324,36,1164,128.6,11966,0.487,0.0414,4449.38,13,342.26,0.484,0.094
2025-12-12,Android,KOL推荐,流失预警,60,9,124,777.9,362,0.206,0.0362,997.38,2,498.69,0.302,0.217
2025-12-12,Android,异业合作,沉默召回,138,13,514,497.4,5507,0.242,0.0524,1783.39,7,254.77,0.132,0.083
2025-12-12,Android,异业合作,高价值VIP,283,25,1050,89.6,2965,0.187,0.0063,287.03,1,287.03,0.471,0.22
2025-12-12,Android,异业合作,活跃用户,1782,343,6243,47.1,21098,0.183,0.0589,47058.96,104,452.49,0.39,0.123
2025-12-12,Android,EDM,高价值VIP,462,107,956,75.6,1978,0.637,0.0505,9396.42,23,408.54,0.108,0.061
2025-12-12,Android,SEO,新用户,382,20,673,532.5,2249,0.264,0.0611,10488.92,23,456.04,0.327,0.191
2025-12-12,Android,SEO,流失预警,87,5,201,343.9,1088,0.404,0.0105,0.0,0,480.42,0.226,0.134
2025-12-12,Android,社交分享,新用户,267,58,777,626.8,1851,0.641,0.0443,396.88,11,36.08,0.478,0.189
2025-12-12,小程序,社交分享,高价值VIP,479,121,873,157.9,2934,0.151,0.0275,2325.44,13,178.88,0.304,0.153
2025-12-12,小程序,社交分享,活跃用户,2815,796,9682,127.8,96311,0.29,0.0188,19046.56,52,366.28,0.426,0.145
2025-12-12,小程序,SEO,活跃用户,3140,670,10700,214.6,87470,0.377,0.0619,22267.32,194,114.78,0.247,0.221
2025-12-12,小程序,SEO,新用户,225,17,450,603.9,4262,0.606,0.0723,807.36,16,50.46,0.239,0.214
2025-12-12,小程序,SEO,高价值VIP,284,47,672,312.5,5030,0.248,0.0757,7594.02,21,361.62,0.124,0.057
2025-12-12,小程序,自然增长,新用户,327,91,942,683.8,6237,0.431,0.0382,2550.72,12,212.56,0.381,0.173
2025-12-12,小程序,自然增长,沉默召回,148,29,329,666.8,1418,0.493,0.0073,204.94,1,204.94,0.408,0.153
2025-12-12,小程序,自然增长,流失预警,86,22,231,193.5,2320,0.624,0.0221,229.16,1,229.16,0.386,0.134
2025-12-12,小程序,EDM,沉默召回,121,6,403,553.9,823,0.372,0.0116,430.6,1,430.6,0.263,0.102
2025-12-12,小程序,信息流广告,新用户,254,75,610,243.0,5243,0.499,0.0325,2619.92,8,327.49,0.243,0.128
2025-12-13,小程序,信息流广告,沉默召回,107,24,367,697.7,1462,0.197,0.0675,3351.32,7,478.76,0.235,0.066
2025-12-13,小程序,信息流广告,流失预警,54,5,114,896.2,889,0.49,0.0316,156.97,1,156.97,0.428,0.248
2025-12-13,小程序,SEO,新用户,148,18,509,398.9,4613,0.596,0.0691,3462.5,10,346.25,0.149,0.171
2025-12-13,小程序,SEO,流失预警,48,12,92,96.0,1070,0.537,0.0518,932.56,2,466.28,0.322,0.07
2025-12-13,小程序,SEO,活跃用户,1327,270,3689,415.0,24760,0.341,0.0494,16921.45,65,260.33,0.102,0.149
2025-12-13,小程序,付费搜索,活跃用户,1746,282,4642,531.0,54063,0.416,0.0508,16215.76,88,184.27,0.179,0.188
2025-12-13,小程序,付费搜索,高价值VIP,260,57,816,337.1,9791,0.598,0.0087,927.52,2,463.76,0.263,0.074
2025-12-13,小程序,付费搜索,沉默召回,110,29,298,802.2,2720,0.574,0.0652,3389.68,7,484.24,0.394,0.161
2025-12-13,小程序,线下地推,沉默召回,117,22,337,713.9,1784,0.519,0.0614,3200.4,7,457.2,0.471,0.169
2025-12-13,快应用,异业合作,高价值VIP,343,83,536,74.0,1089,0.545,0.021,1050.42,7,150.06,0.413,0.238
2025-12-13,快应用,SEO,流失预警,50,14,105,866.6,296,0.423,0.0655,494.67,3,164.89,0.472,0.185
2025-12-13,快应用,信息流广告,流失预警,51,9,99,554.6,1006,0.374,0.0667,621.54,3,207.18,0.5,0.174
2025-12-13,快应用,社交分享,新用户,172,41,260,753.7,1669,0.475,0.0777,3731.52,13,287.04,0.141,0.089
2025-12-13,快应用,社交分享,流失预警,54,9,206,189.8,1062,0.394,0.0519,131.12,2,65.56,0.312,0.082
2025-12-13,快应用,EDM,流失预警,70,16,271,261.7,2117,0.534,0.013,0.0,0,318.48,0.28,0.103
2025-12-13,Web,自然增长,活跃用户,1359,187,3498,148.3,12957,0.415,0.072,42238.65,97,435.45,0.488,0.241
2025-12-13,Web,异业合作,高价值VIP,234,65,448,72.0,4658,0.595,0.0101,924.4,2,462.2,0.149,0.169
2025-12-13,Web,异业合作,沉默召回,94,11,274,95.0,2750,0.489,0.0774,3013.15,7,430.45,0.159,0.219
2025-12-13,Web,异业合作,流失预警,45,13,132,513.9,570,0.247,0.0145,0.0,0,214.57,0.289,0.161
2025-12-13,Web,SEO,流失预警,59,12,102,878.2,502,0.371,0.0473,175.56,2,87.78,0.392,0.155
2025-12-13,Web,SEO,沉默召回,112,24,436,611.8,3698,0.523,0.0659,2936.64,7,419.52,0.351,0.057
2025-12-13,Web,SEO,活跃用户,1241,174,2255,581.6,26964,0.52,0.0228,7120.68,28,254.31,0.251,0.125
2025-12-13,Web,社交分享,高价值VIP,272,79,455,423.3,1558,0.649,0.0342,1961.73,9,217.97,0.396,0.241
2025-12-13,Web,社交分享,沉默召回,114,23,277,658.5,631,0.347,0.0204,747.56,2,373.78,0.252,0.105
2025-12-13,Web,社交分享,新用户,260,31,426,448.4,2215,0.546,0.0453,1039.06,11,94.46,0.28,0.065
2025-12-13,Web,信息流广告,高价值VIP,303,28,1146,473.8,8683,0.451,0.0126,271.11,3,90.37,0.14,0.236
2025-12-13,Web,信息流广告,活跃用户,1309,128,4348,163.0,37442,0.525,0.0293,1170.4,38,30.8,0.192,0.112
2025-12-13,Web,短信复购,高价值VIP,305,59,465,384.7,4184,0.321,0.0574,1828.01,17,107.53,0.471,0.173
2025-12-13,Web,短信复购,沉默召回,127,18,454,31.3,2126,0.415,0.008,221.83,1,221.83,0.261,0.211
2025-12-14,小程序,短信复购,流失预警,49,11,91,128.9,655,0.18,0.0282,179.0,1,179.0,0.411,0.127
2025-12-14,小程序,短信复购,高价值VIP,206,51,792,65.7,2042,0.36,0.0485,2174.85,9,241.65,0.165,0.192
2025-12-14,小程序,短信复购,活跃用户,1230,224,3215,758.4,10308,0.164,0.0756,7571.6,92,82.3,0.478,0.228
2025-12-14,小程序,线下地推,沉默召回,77,8,150,34.9,1054,0.55,0.02,386.11,1,386.11,0.342,0.126
2025-12-14,Web,EDM,流失预警,45,5,90,113.8,508,0.176,0.069,1461.54,3,487.18,0.217,0.123
2025-12-14,Web,EDM,高价值VIP,234,19,584,635.5,4099,0.322,0.0719,7995.2,16,499.7,0.187,0.052
2025-12-14,Web,EDM,活跃用户,1778,123,7051,43.6,61455,0.64,0.0751,53734.66,133,404.02,0.182,0.102
2025-12-14,Web,短信复购,高价值VIP,207,36,607,297.0,6343,0.272,0.0287,853.25,5,170.65,0.268,0.181
2025-12-14,Web,短信复购,活跃用户,2112,426,5044,716.6,37082,0.487,0.0482,17307.36,101,171.36,0.316,0.222
2025-12-14,Web,短信复购,流失预警,67,13,215,745.7,1847,0.194,0.0345,318.3,2,159.15,0.373,0.187
2025-12-14,Web,自然增长,流失预警,71,8,247,893.2,2551,0.203,0.0626,1694.76,4,423.69,0.303,0.196
