month,department,location,headcount,avg_salary,avg_tenure_years,attrition_count,new_hires,promotion_count,training_days,overtime_hours,revenue_per_employee,cost_per_employee,engagement_score,span_of_control
2024-12,销售业务,伦敦,7,2497.0,1.8,0,0,0,14,45,146471.0,49442.0,3.8,3.5
2024-12,运营服务,北京,48,27671.0,7.3,1,5,2,6,327,1045140.0,588474.0,4.5,3.7
2024-12,运营服务,上海,47,24969.0,7.0,2,3,3,29,18,657867.0,541373.0,4.2,7.8
2024-12,运营服务,深圳,42,12586.0,3.5,2,4,5,23,171,377904.0,251804.0,4.3,7.0
2024-12,运营服务,杭州,40,20136.0,8.3,3,4,4,7,194,1215284.0,329768.0,4.9,13.3
2024-12,运营服务,成都,24,18765.0,4.6,0,1,2,32,12,425391.0,299787.0,3.2,4.8
2024-12,运营服务,武汉,17,3672.0,6.8,0,5,1,20,85,169180.0,74142.0,3.1,8.5
2024-12,运营服务,广州,27,15804.0,2.9,1,2,0,4,140,1260799.0,313584.0,3.5,5.4
2024-12,运营服务,南京,23,6024.0,5.5,1,3,1,33,127,205373.0,117127.0,4.5,7.7
2024-12,运营服务,西安,20,5429.0,3.6,0,0,2,12,119,120306.0,89065.0,4.8,5.0
2024-12,运营服务,新加坡,15,3647.0,5.3,1,0,1,24,51,330198.0,56881.0,3.2,7.5
2024-12,运营服务,东京,4,5731.0,2.3,0,2,0,21,32,503556.0,125245.0,4.0,2.0
2024-12,运营服务,伦敦,5,5338.0,3.2,0,1,0,33,17,427797.0,107888.0,2.6,5.0
2024-12,市场营销,北京,41,19311.0,3.0,2,0,3,5,40,563353.0,302534.0,4.9,20.5
2024-12,市场营销,上海,37,30652.0,8.4,2,5,1,24,260,1218517.0,541711.0,4.6,5.3
2024-12,市场营销,深圳,33,11995.0,2.9,0,5,2,23,39,790832.0,247773.0,3.0,11.0
2024-12,市场营销,杭州,29,6289.0,3.0,1,6,2,18,61,192064.0,117440.0,3.1,5.8
2024-12,市场营销,成都,21,9035.0,5.8,0,0,2,13,35,316451.0,153809.0,4.8,7.0
2024-12,市场营销,武汉,16,6792.0,6.4,1,6,0,22,87,407308.0,108265.0,3.6,5.3
2024-12,市场营销,广州,22,16661.0,5.7,1,1,1,5,34,1184053.0,359125.0,2.9,7.3
2024-12,市场营销,南京,18,9299.0,5.0,1,1,1,1,122,561563.0,160600.0,2.8,6.0
2024-12,市场营销,西安,15,2630.0,4.2,1,6,1,39,90,185739.0,58407.0,4.1,7.5
2024-12,市场营销,新加坡,8,3477.0,6.4,0,5,0,38,56,81408.0,59157.0,2.8,4.0
2024-12,市场营销,东京,10,5828.0,2.7,0,0,0,24,37,249140.0,119337.0,3.6,10.0
2024-12,市场营销,伦敦,5,5251.0,5.1,0,1,0,0,36,100483.0,112362.0,3.9,2.5
2024-12,客户成功,北京,37,34345.0,2.2,0,0,3,30,179,710539.0,573946.0,4.1,3.7
2024-12,客户成功,上海,30,21269.0,2.5,1,1,1,28,208,652215.0,454704.0,4.9,3.3
2024-12,客户成功,深圳,24,22167.0,4.4,0,2,1,31,10,1053891.0,438351.0,3.3,4.0
2024-12,客户成功,杭州,20,24459.0,6.2,0,4,1,17,56,1861803.0,547031.0,3.1,5.0
2024-12,客户成功,成都,15,7495.0,3.6,0,0,1,7,112,680848.0,142116.0,2.5,15.0
2024-12,客户成功,武汉,10,3793.0,7.6,0,0,0,8,21,80852.0,73983.0,3.9,5.0
2024-12,客户成功,广州,21,24463.0,1.6,1,0,1,24,18,2060877.0,396686.0,4.6,21.0
2024-12,客户成功,南京,12,8889.0,5.1,0,5,1,36,78,659902.0,184738.0,4.8,12.0
2024-12,客户成功,西安,6,11175.0,4.3,0,4,0,40,46,639292.0,208239.0,3.6,6.0
2024-12,客户成功,新加坡,5,5040.0,7.9,0,0,0,22,3,151154.0,88390.0,4.7,5.0
2024-12,客户成功,东京,7,5764.0,8.1,0,5,0,3,44,416217.0,102866.0,4.6,3.5
2024-12,人力行政,北京,23,30511.0,3.1,1,4,1,19,97,1826848.0,550793.0,3.5,3.8
2024-12,人力行政,上海,20,22072.0,7.5,0,0,1,19,2,427160.0,484300.0,4.6,3.3
2024-12,人力行政,深圳,15,13459.0,8.1,0,1,0,17,62,1010364.0,208893.0,3.7,7.5
2024-12,人力行政,杭州,14,30434.0,2.3,0,1,0,27,99,2377118.0,503714.0,4.3,7.0
2024-12,人力行政,成都,10,8969.0,1.5,0,0,0,25,47,484523.0,200856.0,5.0,5.0
2024-12,人力行政,武汉,6,3826.0,6.0,0,3,0,7,33,336622.0,63277.0,4.3,3.0
2024-12,人力行政,广州,11,17081.0,5.8,0,2,0,36,10,687398.0,278399.0,4.9,3.7
2024-12,人力行政,南京,10,15281.0,7.7,0,3,1,22,44,1080883.0,240445.0,2.5,5.0
2024-12,人力行政,西安,8,7931.0,3.7,0,1,0,14,17,722848.0,149408.0,4.2,4.0
2024-12,人力行政,新加坡,5,3495.0,5.1,0,0,0,12,40,210576.0,59806.0,3.4,2.5
2024-12,人力行政,伦敦,7,5138.0,2.5,0,4,0,20,29,110893.0,96027.0,4.5,3.5
2024-12,财务管理,北京,16,16456.0,7.6,0,0,0,23,49,811727.0,293279.0,4.5,4.0
2024-12,财务管理,上海,14,14062.0,5.4,0,0,1,24,21,963081.0,263852.0,3.3,14.0
2024-12,财务管理,深圳,17,28664.0,3.4,0,4,0,23,98,1416816.0,610128.0,2.7,3.4
2024-12,财务管理,杭州,10,19862.0,2.1,0,0,1,20,64,1024884.0,336375.0,3.9,10.0
2024-12,财务管理,成都,5,14825.0,3.5,0,4,0,16,37,1266926.0,326306.0,3.8,2.5
2024-12,财务管理,武汉,4,10837.0,4.2,0,3,0,34,27,379293.0,235267.0,4.1,2.0
2024-12,财务管理,广州,10,17984.0,2.4,0,0,0,21,67,1409159.0,283811.0,3.0,5.0
2024-12,财务管理,南京,10,3565.0,6.3,0,5,0,40,31,134789.0,62134.0,2.7,10.0
2024-12,财务管理,西安,10,8147.0,7.4,0,1,1,38,23,426666.0,181839.0,4.8,5.0
2024-12,财务管理,新加坡,8,7397.0,3.3,0,1,0,32,10,674840.0,118519.0,4.2,8.0
2024-12,财务管理,东京,6,3708.0,1.9,0,2,0,3,31,318867.0,68440.0,3.7,3.0
2024-12,财务管理,伦敦,6,4320.0,3.1,0,0,0,40,33,79703.0,90490.0,2.6,6.0
2025-01,研发中心,北京,113,16423.0,1.6,7,7,10,17,844,997027.0,255033.0,4.8,18.8
2025-01,研发中心,上海,107,33141.0,7.7,7,7,3,40,571,2831024.0,714484.0,4.0,3.6
2025-01,研发中心,深圳,101,36333.0,3.1,2,7,9,18,330,1723587.0,691197.0,4.8,3.5
2025-01,研发中心,杭州,81,16641.0,5.4,1,2,3,25,336,1105644.0,307890.0,3.7,40.5
2025-01,研发中心,成都,55,9393.0,4.6,4,3,4,38,385,180016.0,178245.0,3.1,11.0
2025-01,研发中心,武汉,49,8344.0,2.1,2,6,3,4,69,395553.0,152528.0,4.0,24.5
2025-01,研发中心,广州,66,19248.0,5.4,3,3,6,29,463,1358455.0,387376.0,3.8,4.7
2025-01,研发中心,南京,43,7398.0,7.9,2,6,2,38,230,388400.0,163307.0,4.0,5.4
2025-01,研发中心,西安,38,7214.0,2.8,2,0,0,29,162,148980.0,152250.0,3.8,9.5
2025-01,研发中心,新加坡,23,7375.0,2.9,1,2,1,18,176,186441.0,147869.0,2.9,5.8
2025-01,研发中心,东京,22,3976.0,7.2,0,5,0,34,94,152672.0,72437.0,4.4,7.3
2025-01,研发中心,伦敦,12,1321.0,4.6,0,1,0,15,27,24090.0,23416.0,4.5,4.0
2025-01,产品设计,北京,48,29600.0,7.0,2,0,5,10,301,2048652.0,527638.0,4.4,3.4
2025-01,产品设计,上海,45,21602.0,6.7,0,1,3,2,224,1397205.0,420694.0,2.7,3.8
2025-01,产品设计,深圳,33,19928.0,2.6,1,0,1,18,115,1560133.0,347848.0,2.7,4.1
2025-01,产品设计,杭州,31,28726.0,4.5,1,3,2,25,124,795008.0,583794.0,4.4,10.3
2025-01,产品设计,成都,22,15278.0,5.8,1,5,0,12,108,720288.0,319507.0,4.3,22.0
2025-01,产品设计,武汉,18,4745.0,8.0,0,4,2,11,68,89421.0,93230.0,2.9,4.5
2025-01,产品设计,广州,20,6097.0,6.4,0,0,1,25,108,323190.0,96584.0,4.7,20.0
2025-01,产品设计,南京,20,8823.0,4.6,0,3,1,36,153,268029.0,190868.0,3.7,20.0
2025-01,产品设计,西安,17,12017.0,5.2,0,0,0,5,62,314383.0,231769.0,4.1,17.0
2025-01,产品设计,新加坡,10,1859.0,7.9,0,0,0,18,11,169514.0,34907.0,4.3,10.0
2025-01,产品设计,东京,7,3463.0,8.1,0,3,0,11,15,294464.0,75962.0,3.4,7.0
2025-01,产品设计,伦敦,8,4485.0,6.7,0,0,0,26,51,148382.0,90740.0,3.5,8.0
2025-01,销售业务,北京,81,23247.0,3.4,3,1,2,18,268,797042.0,387191.0,4.5,3.9
2025-01,销售业务,上海,69,9860.0,5.3,2,3,4,29,20,798178.0,196796.0,4.0,4.3
2025-01,销售业务,深圳,69,22754.0,1.9,4,6,1,21,153,895936.0,486801.0,3.9,4.9
2025-01,销售业务,杭州,54,25566.0,1.7,3,4,2,1,292,494708.0,441228.0,4.9,18.0
2025-01,销售业务,成都,43,9130.0,8.1,1,2,3,38,131,617960.0,166423.0,2.7,10.8
2025-01,销售业务,武汉,29,16780.0,1.8,0,0,3,27,196,1550125.0,364616.0,3.2,7.2
2025-01,销售业务,广州,47,9798.0,4.6,0,0,3,10,331,189503.0,154229.0,4.0,6.7
2025-01,销售业务,南京,26,5897.0,6.1,1,2,2,25,32,252337.0,131958.0,2.8,5.2
2025-01,销售业务,西安,26,6411.0,6.7,0,0,2,36,190,169475.0,121655.0,4.4,3.7
2025-01,销售业务,新加坡,15,1619.0,1.4,0,1,1,7,65,55895.0,35400.0,4.1,7.5
2025-01,销售业务,东京,12,3221.0,4.2,0,5,0,7,87,237688.0,59450.0,3.7,12.0
2025-01,销售业务,伦敦,7,3057.0,5.7,0,0,0,20,36,84324.0,62734.0,3.4,7.0
2025-01,运营服务,北京,54,17148.0,4.4,3,8,4,19,181,1242345.0,340144.0,4.4,54.0
2025-01,运营服务,上海,51,11239.0,7.0,2,1,4,27,281,347642.0,225492.0,3.8,25.5
2025-01,运营服务,深圳,49,27259.0,3.3,1,1,4,6,204,904402.0,444627.0,3.7,12.2
2025-01,运营服务,杭州,41,16772.0,5.9,2,7,4,9,83,586698.0,274614.0,2.8,13.7
2025-01,运营服务,成都,29,7699.0,8.4,1,2,1,5,40,343003.0,124171.0,3.4,9.7
2025-01,运营服务,武汉,26,14712.0,8.1,1,6,1,0,71,561069.0,255713.0,2.7,6.5
2025-01,运营服务,广州,30,8772.0,3.2,0,5,2,2,98,630962.0,146295.0,3.4,10.0
2025-01,运营服务,南京,18,10985.0,3.2,1,2,0,23,30,691913.0,214324.0,3.3,18.0
2025-01,运营服务,西安,20,9638.0,5.6,0,2,1,34,30,732713.0,193547.0,2.6,5.0
2025-01,运营服务,新加坡,13,2917.0,7.0,0,4,1,11,3,120935.0,58386.0,3.6,13.0
2025-01,运营服务,东京,8,4600.0,3.3,0,0,0,16,16,236959.0,82062.0,4.8,8.0
2025-01,运营服务,伦敦,3,2393.0,4.3,0,0,0,35,1,138028.0,37210.0,3.7,3.0
2025-01,市场营销,北京,43,27034.0,2.5,3,3,2,40,58,494861.0,549434.0,4.0,14.3
2025-01,市场营销,上海,36,29928.0,6.2,1,0,1,10,250,2558693.0,582618.0,4.0,3.6
2025-01,市场营销,深圳,29,12069.0,1.8,0,0,1,38,143,1087542.0,197369.0,3.4,3.6
2025-01,市场营销,杭州,31,28917.0,3.0,2,4,3,10,110,2302088.0,492290.0,4.6,6.2
2025-01,市场营销,成都,16,14193.0,7.4,0,0,0,30,26,798726.0,296759.0,2.6,4.0
2025-01,市场营销,武汉,20,8051.0,3.3,0,3,2,10,12,484877.0,130583.0,3.4,10.0
2025-01,市场营销,广州,20,17548.0,4.9,1,0,0,36,149,1168853.0,326340.0,4.2,4.0
2025-01,市场营销,南京,14,14692.0,2.0,0,3,1,3,30,729442.0,311908.0,3.8,3.5
2025-01,市场营销,西安,11,7631.0,6.3,0,0,1,9,40,495798.0,140277.0,3.2,3.7
2025-01,市场营销,新加坡,7,3591.0,2.9,0,5,0,27,40,201953.0,63728.0,4.9,7.0
2025-01,市场营销,东京,7,4936.0,7.9,0,3,0,5,50,312740.0,91194.0,4.7,3.5
2025-01,客户成功,北京,30,25306.0,1.8,2,0,1,12,56,1248239.0,429175.0,3.4,10.0
2025-01,客户成功,上海,29,29587.0,4.6,0,0,3,40,22,1393031.0,566046.0,4.3,4.1
2025-01,客户成功,深圳,31,14587.0,8.0,2,4,2,34,119,326818.0,235863.0,3.4,10.3
2025-01,客户成功,杭州,21,8512.0,7.8,0,3,1,38,29,567486.0,174296.0,3.5,3.5
2025-01,客户成功,成都,18,6175.0,2.7,0,4,1,35,30,245336.0,98907.0,4.5,6.0
2025-01,客户成功,武汉,10,17870.0,6.6,0,0,1,6,0,1572091.0,306222.0,2.9,5.0
2025-01,客户成功,广州,19,9186.0,4.0,1,4,0,32,128,251696.0,178713.0,3.8,6.3
2025-01,客户成功,南京,13,3643.0,4.5,0,2,1,25,74,224146.0,76259.0,4.7,13.0
2025-01,客户成功,西安,11,6476.0,6.4,0,1,0,18,78,254364.0,123508.0,4.0,11.0
2025-01,客户成功,新加坡,3,8674.0,4.2,0,0,0,13,6,788339.0,193800.0,3.0,1.5
2025-01,客户成功,东京,9,4470.0,6.7,0,4,0,15,6,236295.0,68929.0,3.9,9.0
2025-01,客户成功,伦敦,7,2195.0,5.0,0,5,0,36,6,115118.0,39578.0,2.7,3.5
2025-01,人力行政,北京,20,38697.0,1.4,0,1,1,18,148,1516136.0,782997.0,4.3,10.0
2025-01,人力行政,上海,20,10591.0,3.9,1,5,1,21,65,921228.0,234612.0,3.1,5.0
2025-01,人力行政,深圳,22,10134.0,2.3,1,0,0,40,161,768509.0,218006.0,5.0,3.7
2025-01,人力行政,杭州,14,10154.0,1.8,0,1,0,40,99,598770.0,189369.0,3.6,7.0
2025-01,人力行政,成都,9,10051.0,7.9,0,0,0,39,14,310599.0,185734.0,3.5,4.5
2025-01,人力行政,武汉,6,11274.0,4.5,0,2,0,16,24,614739.0,235427.0,4.5,6.0
2025-01,人力行政,广州,8,9568.0,6.0,0,3,0,26,40,543104.0,159646.0,3.1,4.0
2025-01,人力行政,南京,12,6702.0,8.4,0,3,0,25,8,253555.0,143264.0,4.0,12.0
2025-01,人力行政,西安,7,2711.0,7.6,0,3,0,19,19,229808.0,49772.0,4.1,3.5
2025-01,人力行政,新加坡,3,7729.0,4.3,0,5,0,13,18,727609.0,161971.0,4.2,1.5
2025-01,人力行政,东京,6,3367.0,4.1,0,0,0,19,11,64311.0,71725.0,2.8,3.0
2025-01,人力行政,伦敦,6,3576.0,4.8,0,3,0,4,6,342729.0,62016.0,4.4,3.0
2025-01,财务管理,北京,21,28375.0,4.4,0,4,1,3,26,1769691.0,633970.0,3.6,5.2
2025-01,财务管理,上海,19,13622.0,7.5,0,1,1,26,0,335368.0,304884.0,4.9,9.5
2025-01,财务管理,深圳,17,17597.0,4.9,1,2,0,27,25,577413.0,351760.0,3.1,8.5
2025-01,财务管理,杭州,16,29439.0,7.6,0,0,0,8,14,648232.0,520189.0,4.8,8.0
2025-01,财务管理,成都,5,9095.0,8.5,0,5,0,1,29,230318.0,198895.0,5.0,2.5
2025-01,财务管理,武汉,6,6640.0,6.7,0,2,0,14,20,559821.0,110516.0,4.6,3.0
2025-01,财务管理,广州,11,8334.0,2.0,0,1,0,18,72,247956.0,148448.0,4.6,3.7
2025-01,财务管理,南京,9,6082.0,8.1,0,0,0,12,26,450404.0,102497.0,2.8,9.0
2025-01,财务管理,西安,8,10816.0,5.2,0,0,0,6,19,928107.0,172902.0,4.3,4.0
2025-01,财务管理,新加坡,5,5221.0,8.3,0,0,0,23,6,166627.0,100312.0,3.0,5.0
2025-01,财务管理,东京,3,1284.0,6.0,0,0,0,19,8,122641.0,26147.0,4.1,1.5
2025-01,财务管理,伦敦,5,4232.0,8.0,0,4,0,12,26,225153.0,68232.0,3.7,5.0
2025-02,研发中心,北京,112,16442.0,8.3,6,11,9,7,647,1552157.0,304350.0,3.5,9.3
2025-02,研发中心,上海,109,42555.0,1.5,2,4,12,8,236,3978758.0,789426.0,3.5,4.4
2025-02,研发中心,深圳,98,13970.0,2.8,5,8,10,38,637,927274.0,276441.0,2.9,32.7
2025-02,研发中心,杭州,78,7380.0,2.2,6,6,5,0,592,255058.0,116522.0,4.5,5.6
2025-02,研发中心,成都,58,6325.0,5.8,3,2,5,5,255,567818.0,134372.0,4.7,7.2
2025-02,研发中心,武汉,44,3794.0,1.5,3,1,5,16,200,78906.0,80224.0,3.0,44.0
2025-02,研发中心,广州,64,16313.0,7.2,4,8,5,5,21,548417.0,347353.0,3.4,4.0
2025-02,研发中心,南京,39,4554.0,6.8,2,3,4,11,307,84871.0,80987.0,3.0,7.8
2025-02,研发中心,西安,35,8270.0,5.2,2,7,3,26,223,379080.0,154747.0,3.5,7.0
2025-02,研发中心,新加坡,23,5831.0,8.2,1,0,1,15,18,180545.0,116581.0,3.2,3.8
2025-02,研发中心,东京,17,2638.0,3.1,1,0,1,25,8,197089.0,45525.0,4.5,3.4
2025-02,研发中心,伦敦,11,3438.0,2.3,0,2,0,40,73,275965.0,59646.0,4.5,3.7
2025-02,产品设计,北京,44,27827.0,5.0,2,6,4,19,154,2607666.0,444192.0,3.2,22.0
2025-02,产品设计,上海,43,23891.0,5.7,2,4,1,3,245,549704.0,401867.0,3.9,8.6
2025-02,产品设计,深圳,36,35216.0,2.1,1,3,3,7,67,1215016.0,690500.0,3.3,6.0
2025-02,产品设计,杭州,29,28815.0,6.5,1,2,1,0,210,1447495.0,538269.0,4.1,7.2
2025-02,产品设计,成都,18,21460.0,8.2,0,0,0,39,54,813667.0,414503.0,2.9,4.5
2025-02,产品设计,武汉,19,17535.0,8.1,0,0,1,40,149,1617507.0,337427.0,2.9,3.8
2025-02,产品设计,广州,21,14780.0,6.5,1,4,0,15,159,842878.0,282676.0,4.8,7.0
2025-02,产品设计,南京,12,7504.0,4.1,0,0,1,16,53,212984.0,166471.0,3.3,4.0
2025-02,产品设计,西安,15,4188.0,4.6,1,5,1,29,112,309108.0,73576.0,4.5,15.0
2025-02,产品设计,新加坡,9,3592.0,3.8,0,3,0,17,57,160743.0,71665.0,2.7,4.5
2025-02,产品设计,东京,9,5360.0,3.0,0,3,0,0,11,148787.0,87882.0,2.7,4.5
2025-02,产品设计,伦敦,10,1405.0,1.8,0,3,1,15,7,85967.0,26755.0,4.3,10.0
2025-02,销售业务,北京,75,32188.0,2.6,4,4,6,19,70,2611547.0,591843.0,4.8,3.9
2025-02,销售业务,上海,76,9204.0,7.0,5,9,8,12,560,279751.0,152349.0,4.3,5.1
2025-02,销售业务,深圳,66,8698.0,8.0,3,8,4,20,300,550290.0,158882.0,3.4,5.5
2025-02,销售业务,杭州,50,24526.0,2.2,1,4,5,3,60,750985.0,415770.0,4.2,12.5
2025-02,销售业务,成都,41,17484.0,4.0,2,7,1,30,324,762377.0,322453.0,3.2,10.2
2025-02,销售业务,武汉,28,7165.0,2.5,0,2,3,21,193,518983.0,119396.0,4.7,4.7
2025-02,销售业务,广州,44,10917.0,2.9,0,3,4,22,162,197186.0,197735.0,4.8,8.8
2025-02,销售业务,南京,28,2978.0,8.3,1,5,0,10,38,282474.0,56345.0,4.5,7.0
2025-02,销售业务,西安,22,11206.0,7.2,1,5,2,32,148,663584.0,180256.0,3.5,3.7
2025-02,销售业务,新加坡,17,8560.0,7.7,1,4,0,19,50,175438.0,142291.0,3.0,4.2
2025-02,销售业务,东京,9,6465.0,7.5,0,4,0,14,56,125377.0,128433.0,3.7,4.5
2025-02,销售业务,伦敦,8,4939.0,1.5,0,3,0,39,37,398598.0,76222.0,4.9,8.0
2025-02,运营服务,北京,56,25526.0,5.3,3,1,6,32,189,1625610.0,560767.0,4.4,56.0
2025-02,运营服务,上海,52,37979.0,2.4,3,8,3,40,22,1596960.0,788975.0,3.7,26.0
2025-02,运营服务,深圳,45,7000.0,4.9,2,7,3,36,178,588518.0,111599.0,4.2,6.4
2025-02,运营服务,杭州,35,9065.0,2.0,1,6,2,37,17,607601.0,164854.0,3.8,35.0
2025-02,运营服务,成都,27,16927.0,7.4,1,2,0,39,177,1595608.0,329611.0,3.7,13.5
2025-02,运营服务,武汉,22,4717.0,3.5,1,1,2,32,77,135896.0,101679.0,5.0,5.5
2025-02,运营服务,广州,33,10061.0,4.4,0,5,1,26,192,780120.0,185981.0,3.4,4.7
2025-02,运营服务,南京,18,11656.0,1.9,0,4,0,7,24,1080222.0,245194.0,3.4,6.0
2025-02,运营服务,西安,14,5849.0,7.8,0,5,0,35,20,248767.0,116200.0,3.2,7.0
2025-02,运营服务,新加坡,9,4002.0,1.3,0,0,0,35,66,135439.0,64915.0,3.2,9.0
2025-02,运营服务,东京,8,1625.0,1.8,0,0,0,29,39,88495.0,32991.0,2.7,4.0
2025-02,运营服务,伦敦,10,3485.0,1.9,0,2,1,12,64,78087.0,71695.0,2.9,5.0
2025-02,市场营销,北京,43,13702.0,7.4,1,0,3,1,255,292806.0,228318.0,3.8,7.2
2025-02,市场营销,上海,40,17063.0,2.6,2,2,2,11,158,1210751.0,270027.0,2.9,4.0
2025-02,市场营销,深圳,30,26591.0,7.2,1,5,1,38,160,751578.0,569954.0,3.7,10.0
2025-02,市场营销,杭州,30,9462.0,6.9,1,0,2,33,165,493336.0,147401.0,4.7,7.5
2025-02,市场营销,成都,19,19314.0,3.4,1,4,0,28,92,1664524.0,303763.0,2.9,19.0
2025-02,市场营销,武汉,15,17325.0,6.5,0,0,1,35,38,688204.0,379999.0,2.9,7.5
2025-02,市场营销,广州,24,18487.0,6.0,1,3,1,18,27,1320024.0,372506.0,3.2,6.0
2025-02,市场营销,南京,10,6218.0,4.5,0,1,1,40,77,192793.0,134667.0,2.5,5.0
2025-02,市场营销,西安,8,12344.0,6.8,0,1,0,9,1,1144589.0,191504.0,4.2,8.0
2025-02,市场营销,新加坡,11,5569.0,4.3,0,0,0,27,40,374566.0,93658.0,4.0,11.0
2025-02,市场营销,东京,4,6487.0,2.1,0,0,0,1,13,518952.0,114442.0,3.8,4.0
2025-02,市场营销,伦敦,3,4143.0,2.3,0,0,0,16,4,161154.0,89863.0,4.7,3.0
2025-02,客户成功,北京,38,15928.0,5.0,2,1,1,34,299,1092006.0,275510.0,4.8,12.7
2025-02,客户成功,上海,30,15144.0,8.2,0,2,1,25,30,983361.0,293332.0,2.7,3.3
2025-02,客户成功,深圳,26,30893.0,4.1,0,0,1,14,114,2813371.0,625583.0,4.3,4.3
2025-02,客户成功,杭州,22,7690.0,3.1,1,3,1,8,39,425180.0,156883.0,4.7,4.4
2025-02,客户成功,成都,20,18840.0,6.8,0,0,1,39,115,633965.0,318936.0,3.1,6.7
2025-02,客户成功,武汉,10,10965.0,6.9,0,2,1,9,6,840328.0,237056.0,5.0,5.0
2025-02,客户成功,广州,15,21305.0,6.9,0,5,1,27,95,1487243.0,400127.0,3.4,5.0
2025-02,客户成功,南京,16,8521.0,4.8,0,3,1,14,57,307981.0,190621.0,3.8,4.0
2025-02,客户成功,西安,7,4446.0,5.1,0,2,0,3,20,231512.0,91231.0,4.2,3.5
2025-02,客户成功,新加坡,9,7239.0,8.1,0,0,0,2,59,472250.0,131791.0,3.2,9.0
2025-02,客户成功,东京,7,2078.0,3.1,0,5,0,7,55,110321.0,35571.0,4.9,7.0
2025-02,人力行政,北京,19,25609.0,6.5,1,0,0,28,82,1735491.0,454063.0,3.5,4.8
2025-02,人力行政,上海,21,24469.0,3.9,0,4,1,19,76,937478.0,480423.0,4.0,4.2
2025-02,人力行政,深圳,14,31504.0,4.8,0,4,0,31,66,2769299.0,648032.0,3.8,7.0
2025-02,人力行政,杭州,11,26581.0,8.3,0,0,0,0,1,1639639.0,451093.0,2.8,3.7
2025-02,人力行政,成都,14,18899.0,2.1,0,3,1,1,103,629070.0,373779.0,2.6,7.0
2025-02,人力行政,武汉,13,17159.0,8.0,0,3,0,6,31,899127.0,290679.0,2.9,4.3
2025-02,人力行政,广州,13,20599.0,1.4,0,0,1,34,63,1498329.0,398716.0,5.0,6.5
2025-02,人力行政,南京,7,4589.0,2.5,0,5,0,39,37,133877.0,87437.0,4.7,3.5
2025-02,人力行政,西安,6,12104.0,1.9,0,0,0,27,29,748269.0,263559.0,4.8,6.0
2025-02,人力行政,新加坡,9,2071.0,4.0,0,2,0,30,5,112828.0,37400.0,4.0,4.5
2025-02,人力行政,东京,4,2713.0,3.2,0,3,0,6,21,104430.0,44942.0,4.4,4.0
2025-02,人力行政,伦敦,4,2444.0,4.6,0,0,0,2,31,69836.0,46246.0,2.9,4.0
2025-02,财务管理,北京,14,12855.0,5.9,0,0,0,23,20,346337.0,228908.0,4.9,3.5
2025-02,财务管理,上海,15,16085.0,7.5,0,1,0,24,49,1491658.0,274040.0,2.9,3.8
2025-02,财务管理,深圳,18,30611.0,7.0,0,5,1,7,130,2223335.0,558704.0,3.4,6.0
2025-02,财务管理,杭州,15,29390.0,3.6,1,3,1,3,78,1402398.0,563338.0,3.1,3.8
2025-02,财务管理,成都,13,13060.0,4.3,0,4,1,39,16,810545.0,270903.0,3.7,13.0
2025-02,财务管理,武汉,9,14574.0,3.6,0,0,1,34,8,359402.0,225750.0,2.6,4.5
2025-02,财务管理,广州,14,9212.0,7.6,1,1,1,13,61,625226.0,146424.0,3.8,14.0
2025-02,财务管理,南京,6,14605.0,2.6,0,0,0,14,39,1030766.0,241366.0,4.9,3.0
2025-02,财务管理,西安,6,12097.0,3.1,0,2,0,30,10,636395.0,263660.0,4.3,6.0
2025-02,财务管理,新加坡,4,3692.0,4.4,0,5,0,4,29,156250.0,67402.0,3.5,2.0
2025-02,财务管理,东京,6,4355.0,5.4,0,0,0,24,7,152680.0,80147.0,4.9,6.0
2025-02,财务管理,伦敦,2,2970.0,1.8,0,3,0,38,6,264728.0,57060.0,3.8,1.0
2025-03,研发中心,北京,112,30204.0,2.5,8,8,12,10,415,1055515.0,633866.0,4.9,14.0
2025-03,研发中心,上海,111,22867.0,1.7,2,6,4,20,774,1905258.0,368505.0,3.0,5.3
2025-03,研发中心,深圳,100,10905.0,8.3,4,6,4,31,688,352193.0,209243.0,4.7,5.9
2025-03,研发中心,杭州,81,6327.0,7.7,5,8,8,8,59,135171.0,108312.0,2.6,27.0
2025-03,研发中心,成都,62,6898.0,6.8,1,3,4,39,203,478476.0,127043.0,4.5,4.1
2025-03,研发中心,武汉,51,6252.0,2.6,0,0,4,17,25,412460.0,105736.0,5.0,8.5
2025-03,研发中心,广州,61,8737.0,4.2,4,6,4,19,377,602281.0,178155.0,4.3,3.8
2025-03,研发中心,南京,38,10008.0,7.1,0,0,0,17,218,453577.0,209422.0,3.3,3.8
2025-03,研发中心,西安,35,2835.0,8.0,1,4,2,37,109,204496.0,44741.0,4.7,35.0
2025-03,研发中心,新加坡,27,4290.0,2.5,1,6,0,21,120,340029.0,85841.0,3.3,9.0
2025-03,研发中心,东京,16,3067.0,3.0,0,0,1,11,121,95573.0,53009.0,3.2,5.3
2025-03,研发中心,伦敦,15,3736.0,3.0,0,3,1,21,32,295016.0,69811.0,3.6,7.5
2025-03,产品设计,北京,46,24344.0,4.7,1,0,5,20,41,1211231.0,467510.0,3.5,15.3
2025-03,产品设计,上海,44,34130.0,5.7,1,0,2,29,69,1066446.0,755635.0,2.8,6.3
